g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	g__Peptococcus	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Delftia	g__Oxalobacter	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.125	0	2.70146149066645e-05	0.000459248453413297	0.0695491260772078	0	0	0	0.0562714428505822	2.70146149066645e-05	0	0.00160736958694654	0	0.000337682686333306	0	1.35073074533323e-05	0.00029716076397331	0.298511494718643	0	0.012237620552719	0	1.35073074533323e-05	0.0070778291055461	0	0	0.00802334062727936	0.000364697301239971	1.35073074533323e-05	0	0.0301618175432909	1.35073074533323e-05	0.0210308777048383	0	0	0	0	0	8.10438447199935e-05	0	0.00325526109625307	0	0	0.0012561795931599	0.00756409217386606	0	0.00108058459626658	0.00114812113353324	0	0.00109409190371991	0.000432233838506632	1.35073074533323e-05	0.000175594996893319	0.00148580381986655	0.00952265175459924	0.00537590836642624	0.000486263068319961	0.000108058459626658	0	0	1.35073074533323e-05	0.0139530485992922	0	0.0614852635275684	4.05219223599968e-05	0.0274873706675311	0.0483966826052895	1.35073074533323e-05	0.00341734878569306	0	0.00491665991301294	1.35073074533323e-05	4.05219223599968e-05	0.0123862009347057	0.000850960369559932	1.35073074533323e-05	0.00832050139125267	1.35073074533323e-05	0.000729394602479942	0	0	0	0.00268795418321312	0.00360645109003971	0.00168841343166653	0.00324175378879974	0	0	0	0.000783423832293271	0	0.00499770375773293	1.35073074533323e-05	0.00314720263662641	0.00710484372045276	0.000162087689439987	0.000877974984466596	0.000675365372666613	0.0842720912013399	0.0283518383445444	5.4029229813329e-05	0.000972526136639922	0.0340924440122106	2.70146149066645e-05	0.00176945727638653	0.00029716076397331	2.70146149066645e-05	2.70146149066645e-05	0.00160736958694654	9.45511521733258e-05	0.000310668071426642	0	5.4029229813329e-05	5.4029229813329e-05	0	0	0	0	0.0177891239160386	0.0117108355620391	4.05219223599968e-05	0.012278142475079	0	0	1.35073074533323e-05	0	0	1.35073074533323e-05	0	1.35073074533323e-05	0	0.0390226112326769	0.000283653456519977	0.00302563686954642	8.10438447199935e-05	6.75365372666613e-05	0.00175594996893319	0	0	1.35073074533323e-05
CS.205	0	2.12368331634387e-05	0.000361026163778457	0.0404986408426775	0.000573394495412844	0	0	0.0550246347264696	0	0	0.000530920829085967	0	0.000127420998980632	0	0	0.000828236493374108	0.321461943594971	0	0.0111068637444784	0	0.00734794427454978	0.00473581379544682	6.3710499490316e-05	0	0	0.000169894665307509	0	0	0	0	0.0272043832823649	0	0	0	0	0	0.000212368331634387	0	0	4.24736663268773e-05	2.12368331634387e-05	0.0111918110771322	0.00112555215766225	0	0.00133792048929664	0.000106184165817193	0	0.000552157662249405	0	0	0	0.00199626231736323	0.0013166836561332	0.00405623513421679	2.12368331634387e-05	0	0	0	0	0.0234029901461094	0	0.0533893985728848	0.000169894665307509	0.00590383961943595	0.0535380564050289	0	0.00229357798165138	0	0.00465086646279307	0.000233605164797825	0.000212368331634387	0.0240400951410126	0.00116802582398913	0	0.0146958885490996	0.0051605504587156	0	0.00180513081889229	0	0	0.00365273530411145	0.00148657832144071	0.00178389398572885	0.000530920829085967	0	0	2.12368331634387e-05	0.00161399932042134	2.12368331634387e-05	0.0183698606863744	0.000148657832144071	0.00350407747196738	0	0	0.000339789330615019	0.00167770981991165	0.147383622154264	0	2.12368331634387e-05	0.000169894665307509	0.0712495752633367	0	0.000127420998980632	0.000106184165817193	0.0126146788990826	2.12368331634387e-05	0.00305810397553517	0	0.000212368331634387	0	0.00193255181787292	0	0	0	0	0	0.00624362895005097	0	0.00488447162759089	0	0	0	2.12368331634387e-05	2.12368331634387e-05	0	0	0	0	0	0.018008834522596	2.12368331634387e-05	0.00142286782195039	6.3710499490316e-05	0	0.00214492014950731	0.00949286442405708	4.24736663268773e-05	0.00420489296636086
CS.302	0	3.63191728913694e-05	0.000205808646384426	0.0693575138315517	0.000205808646384426	0	0	0.0468275202479389	0	0	0.000278446992167165	0	0.000193702255420637	0	0	4.84255638551591e-05	0.145276691565477	0	4.84255638551591e-05	0	0	1.21063909637898e-05	0	0	0	0.135785281049866	6.05319548189489e-05	0	0.000738489848791177	0	0.00716698345056355	1.21063909637898e-05	0	2.42127819275796e-05	0	0	0.000181595864456847	1.21063909637898e-05	0	0	7.26383457827387e-05	0.00847447367465285	0.008062856381884	0	0.00136802217890825	0.000169489473493057	0	1.21063909637898e-05	0.000133170300601688	0	7.26383457827387e-05	0.000205808646384426	0.000835340976501495	0.000290553383130955	0	0	0	0	0	0.000435830074696432	0	0.0558104623430709	0	0.031960872144405	0.0654834687231389	0	0.00157383082529267	0	0.0193581191510999	0.000230021428312006	2.42127819275796e-05	0	0.000290553383130955	0	0.0190917785498965	0.0111499860776504	0	0	0	0	0.0147940097577511	0.00437040713792811	0	0.000956404886139393	0	0	1.21063909637898e-05	0.0252902507233569	0	0.0252539315504655	0	0.000205808646384426	0.00197334172709773	0	0.000399510901805063	0	0.0325661916925945	0.00353506616142662	0	9.68511277103183e-05	3.63191728913694e-05	2.42127819275796e-05	0.000242127819275796	2.42127819275796e-05	0	9.68511277103183e-05	0.00341400225178872	1.21063909637898e-05	0.000205808646384426	0	1.21063909637898e-05	0.0368034285299209	0.126075955496907	0	0	0	3.63191728913694e-05	0.000133170300601688	0.00858343119332696	4.84255638551591e-05	0	0	0	0	0	0	0	0	1.21063909637898e-05	0.038583068001598	0.000217915037348216	0.00191280977227879	4.84255638551591e-05	0.022747908620961	0.00164646917107541	0.0161014999818404	0	0
CS.380	0	0.000287538098798091	9.2012191615389e-05	4.60060958076945e-05	8.05106676634654e-05	0	0.00025303352694232	0.0323997929725689	0.00631433664960607	0.00172522859278854	0	0.000782103628730807	1.15015239519236e-05	0.00312841451492323	0	2.30030479038473e-05	0.00978779688308701	0	0.0022888032664328	0	0.00131117373051929	0.000977629535913508	0.0102133532693082	0	0.000552073149692334	0.219863131864972	1.15015239519236e-05	0	0.00698142503881764	1.15015239519236e-05	0.000989131059865432	0	0	2.30030479038473e-05	0	0.00530220254183679	5.75076197596181e-05	0	0.0118235666225775	0	0	0.0010236356317212	0.0521364080740698	0	1.15015239519236e-05	0.00271435965265398	0	0.000368048766461556	0.000103513715567313	0	0.00943124964057738	0.00277186727241359	0.0122721260567025	0.00411754557478866	0.000862614296394272	0.0006325838173558	0.00079360515268273	0.000218528955086549	0.00279487032031744	0.0383000747599057	0.00012651676347116	0.0178618666973374	0.000391051814365403	0.00463511415262522	0.0363563172120306	0.0421760883317039	0.00898269020645235	0.000437057910173098	0.00557823911668296	0.000161021335326931	6.90091437115418e-05	0.00230030479038473	0.000333544194605785	0.00194375754787509	0.0149634826614526	0.00531370406578872	0.000241532002990396	0.000839611248490425	0.000184024383230778	0.000195525907182702	0.0245902582092127	0.00079360515268273	0.00190925297601932	0.00943124964057738	0.000149519811375007	0	2.30030479038473e-05	2.30030479038473e-05	0	0.00725746161366381	0	0.0376329863706941	0.000678589913163494	0	0.000851112772442349	0	0.0872965667951004	0.00707343723043303	3.45045718557709e-05	0.00277186727241359	0.0377365000862614	0.010397377652539	0.00215078497900972	0.0134797860716545	0.0196561044338375	0.000161021335326931	0.000172522859278854	0.0198976364368279	0	8.05106676634654e-05	5.75076197596181e-05	0.0707113692564265	0	0	0	0	0	0	0.000230030479038473	0	0.000287538098798091	0	0.000517568577836563	0	0	0	0.000747599056875036	0	0.00075910058082696	0.0211743055954914	0.000586577721548105	0.0103743746046351	1.15015239519236e-05	1.15015239519236e-05	0.000425556386221174	0.000989131059865432	0.0056932543562022	0.00955776640404854
CS.203	0	0.000780704959968107	0.000265771901265739	0.0110461446463573	3.32214876582173e-05	0.00146174545696156	3.32214876582173e-05	0.0181223215175576	0.00187701405268928	0.000431879339556825	0	0.000697651240822564	0	0.00137869173781602	0	0	0.0306634331085346	0	0.000730872728480781	0	0.000415268595727717	0.00159463140759443	0.0386532008903359	0	0	0.25605461612571	0.0804126108767151	0.000132885950632869	0.000681040496993455	0	0.00798976778180127	0	0	0.000265771901265739	6.64429753164347e-05	0.00285704793860669	0.000116275206803761	0	0.000348825620411282	0	0.000564765290189695	0.00355469917942926	0.0129231586990465	9.9664462974652e-05	4.9832231487326e-05	0.000614597521677021	0	0.000182718182120195	0.000166107438291087	0	0.000531543802531477	0.00139530248164513	3.32214876582173e-05	0.00588020331550447	0.000448490083385934	0.000830537191455433	0	0.00181057107737284	0.000265771901265739	0.0271917876482509	8.30537191455433e-05	0.0130062124181921	0.000265771901265739	0.015896481844457	0.0511610909936547	0	0.00553137769509319	4.9832231487326e-05	0.0111458091093319	6.64429753164347e-05	1.66107438291087e-05	0.0196671206936647	0.000315604132753065	6.64429753164347e-05	0.00858775455964918	0	0.00107969834889206	0.000382047108069499	0	0.00196006777183482	0.010398325637022	0.000813926447626325	0.000780704959968107	0.00207634297863858	0.000182718182120195	0.000813926447626325	0	0	0	4.9832231487326e-05	0	0.0174578917643932	0.000880369422942759	0	0.000332214876582173	0	0.0755456629347862	0.017424670276735	4.9832231487326e-05	0.00926879505664264	0.0565761934819441	0.00049832231487326	0.00151157768844889	0.00390352479984054	0.0558619314972924	0	6.64429753164347e-05	0.00933523803195907	0	1.66107438291087e-05	1.66107438291087e-05	1.66107438291087e-05	0	0.00627886116740308	0	0.000581376034018803	0.062373343078303	0	0.00024916115743663	0	0	0	0	0	0	0	0	1.66107438291087e-05	0.000298993388923956	0.0190691339158168	3.32214876582173e-05	0.00174412810205641	0	0.000116275206803761	6.64429753164347e-05	0.00124580578718315	0.000166107438291087	0
CS.213	0	8.92976737955976e-05	0.000312541858284592	0.123744251462249	4.46488368977988e-05	0	0.000156270929142296	0.00796981738625709	0.00160735812832076	0	0.000111622092244497	0	0	0	0	0.000111622092244497	0.2981649328035	0	0	2.23244184488994e-05	0	0.000826003482609278	0	0	0	0.000267893021386793	0	0	0.0075679778541769	0	0.0185292673125865	0	0	0	0	0.000602759298120284	0	0	0.00828235924454168	2.23244184488994e-05	0	0.00395142206545519	0.00721078715899451	0	0.000535786042773586	0.000156270929142296	0.000535786042773586	0	4.46488368977988e-05	0	0	0.00283520114301022	4.46488368977988e-05	0.00609456623654954	0	0.000424163950529089	0	0.00290217439835692	0	0.0248024288967272	0	0.0513908112693664	0.000133946510693396	0.0151806045452516	0.0903469214626959	0	0.00323704067509041	2.23244184488994e-05	0.0171898022056525	0.000446488368977988	0.000178595347591195	0.0279055230611243	0	4.46488368977988e-05	0.0130821092110551	0.000647408135018083	0.000915301156404876	0.000357190695182391	0	0	0.0431754252801715	0.000848327901058177	0.00037951511363129	0.000513461624324686	0	0	0	2.23244184488994e-05	0	0	0	0.00205384649729875	0.00252265928472563	2.23244184488994e-05	0	4.46488368977988e-05	0.0416796892440952	0.0317676474527839	0	0.000267893021386793	0.0809929901326071	0.000357190695182391	0.000156270929142296	0.00625083716569183	2.23244184488994e-05	0.000401839532080189	0.000312541858284592	0.0145778452471313	2.23244184488994e-05	4.46488368977988e-05	0	0.0103362057418404	0	0	0	0	0.0115863731749788	0	0.000133946510693396	0	0	2.23244184488994e-05	0	0	0	0	0	0	0	0.0073893825065857	2.23244184488994e-05	0.000401839532080189	8.92976737955976e-05	2.23244184488994e-05	0.00189757556815645	2.23244184488994e-05	0	0.000468812787426888
CS.374	0	6.83480281593876e-05	0.000546784225275101	0.0716970815391976	6.83480281593876e-05	0	0	0.0231699815460324	0	6.83480281593876e-05	0.00170870070398469	0.0010935684505502	0	0	0	0.000341740140796938	0.140523545895701	0.000341740140796938	0.00744993506937325	0	0	0.00191374478846285	0.000205044084478163	0	0	0.0027339211263755	0.000205044084478163	0.000136696056318775	0.00519445014011346	0.0348574943612877	0.000205044084478163	0	0	0	0	0.000136696056318775	0.000341740140796938	6.83480281593876e-05	0.000478436197115713	6.83480281593876e-05	6.83480281593876e-05	0.015515002392181	0.0157883945048185	6.83480281593876e-05	0.000205044084478163	0.00027339211263755	6.83480281593876e-05	0.000888524366072039	0.000205044084478163	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00300731323901305	0.00929533182967671	6.83480281593876e-05	0.000136696056318775	0.0010935684505502	0.00027339211263755	6.83480281593876e-05	0.0402569885858793	0	0.0615815733716082	0.000683480281593876	0.0166085708427312	0.126922288291983	0	0.000888524366072039	0	0.0177704873214408	0.000341740140796938	0	0.0336955778825781	0.000410088168956326	0	0.0117558608434147	0.00915863577335794	0	0.000136696056318775	0	0	0.0632219260474335	6.83480281593876e-05	0.00150365661950653	0.00423757774588203	0	0.00341740140796938	0	0.00492105802747591	0	6.83480281593876e-05	6.83480281593876e-05	0.00266557309821612	0.00799671929464835	0.000205044084478163	0	0.000820176337912651	0.133688743079762	0.0162668307019342	0.00239218098557857	0.00136696056318775	0.027680951404552	0.00116191647870959	0.000615132253434488	0.00027339211263755	0	0	0.00287061718269428	0	0.000136696056318775	0	0.000888524366072039	0	0	0	0	0	0.0119609049278928	0.0114824687307771	0.000478436197115713	0	0	0	6.83480281593876e-05	6.83480281593876e-05	0	0	0	0	0	0.000136696056318775	0	0.000205044084478163	0.000205044084478163	0.000820176337912651	0.000136696056318775	0.000136696056318775	0	0
CS.041	0	0.00010148849797023	6.765899864682e-05	0.00219891745602165	0	0	0	0.0077807848443843	0.00199594046008119	0.00476995940460081	0.00223274695534506	0	0	0.00013531799729364	0	0.00037212449255751	0.284776725304466	0	0	0.00460081190798376	0.00121786197564276	0.00588633288227334	0.00023680649526387	0	0	0.0432002706359946	0.00071041948579161	0	0.0248646820027064	0.00016914749661705	0.0274018944519621	0	0	0	3.382949932341e-05	0.00226657645466847	3.382949932341e-05	0.00182679296346414	0.00071041948579161	0	0	0.00125169147496617	0.00179296346414073	0	0.00182679296346414	0.00152232746955345	0	0.00165764546684709	0.00027063599458728	0.00013531799729364	0.00010148849797023	0.00213125845737483	0.021617050067659	0.00172530446549391	0	0.00057510148849797	0	0	0.00057510148849797	0.0121447902571042	0	0.00436400541271989	0	0.00230040595399188	0.140121786197564	0	0.00111637347767253	0	0.00182679296346414	0.0003382949932341	0.00010148849797023	0.00186062246278755	0.00142083897158322	0	0.0249661705006766	0	0.00013531799729364	0	0	0	0.0112990527740189	0.00223274695534506	0.00064276048714479	0.00419485791610284	3.382949932341e-05	0	0	6.765899864682e-05	0	0.00023680649526387	0	0.00277401894451962	0.00138700947225981	0.00054127198917456	0.00030446549391069	0	0.248240866035183	0.00619079837618403	0.00023680649526387	0.00087956698240866	0.0258119079837618	0.00223274695534506	0.00037212449255751	0.00382273342354533	0.00023680649526387	0	0.00605548037889039	0.00098105548037889	0.00010148849797023	6.765899864682e-05	0.00023680649526387	0.0123139377537212	0.00013531799729364	0	0	0.00010148849797023	3.382949932341e-05	0	0	0.00429634641407307	3.382949932341e-05	0	3.382949932341e-05	0	0	0	0	3.382949932341e-05	0.00520974289580514	0.00402571041948579	6.765899864682e-05	0.00243572395128552	0	0.00023680649526387	0.0043978349120433	0	3.382949932341e-05	0
CS.126	0	7.40452786879177e-05	0.00096258862294293	0.00877436552451824	3.70226393439588e-05	0	0	0.0320245830325244	0.00285074322948483	0.00199922252457378	0	0.000240647155735732	7.40452786879177e-05	0.00118472445900668	0	0.000222135836063753	0.0645304603765202	3.70226393439588e-05	0.012587697376946	1.85113196719794e-05	0.00138834897539846	0.00653449584420873	0.000407249032783547	0.0121064030654745	0	0.149738064826641	0.000148090557375835	0	0.019770089409674	0	0.0158271783195424	5.55339590159382e-05	1.85113196719794e-05	3.70226393439588e-05	0	0.00281372059014087	7.40452786879177e-05	5.55339590159382e-05	7.40452786879177e-05	0	0	0.00577553173765758	0.028766590770256	3.70226393439588e-05	7.40452786879177e-05	0.00107365654097481	0	0.00112919049999074	0.000296181114751671	0	0.000592362229503341	0.00283223190981285	7.40452786879177e-05	0.00464634123766683	0.0006293848688473	0.00190666592621388	1.85113196719794e-05	0.000777475426223135	0.00309139038522056	0.0312656189259732	5.55339590159382e-05	0.0283963643768164	0.000240647155735732	0.00444271672127506	0.0357083356472483	0	0.0420947409340812	0	0.0220840043686714	9.25565983598971e-05	0.000185113196719794	0.00747857314747968	0.000203624516391774	0.000129579237703856	0.00433164880324318	0	7.40452786879177e-05	0.000111067918031876	0	0.000277669795079691	0.00877436552451824	0.00094407730327095	0.00212880176227763	0.0108661446474519	0.00194368856555784	0.00201773384424576	1.85113196719794e-05	1.85113196719794e-05	0	0.00107365654097481	0	0.0132541048851373	0.000240647155735732	0.000148090557375835	0.000111067918031876	0	0.103885525999148	0.0164010292293738	0.000166601877047815	0.00501656763110642	0.0395031561800041	0.00222135836063753	0.00162899613113419	0.00453527331963496	0.0329686603357953	0.000203624516391774	0.000222135836063753	0.0996464337942652	5.55339590159382e-05	5.55339590159382e-05	1.85113196719794e-05	0.0504433461061439	9.25565983598971e-05	0	0	0.000592362229503341	5.55339590159382e-05	0	0.000166601877047815	9.25565983598971e-05	0.000536828270487403	0	0	0	0	1.85113196719794e-05	0	0.0109772125654838	9.25565983598971e-05	0.00797837877862313	0.000296181114751671	0.000203624516391774	0.000259158475407712	0.000499805631143444	0.000222135836063753	1.85113196719794e-05	0.000814498065567094	0.0133836841228411
CS.232	0.00204841077464067	0.00204841077464067	0.000238981257041412	0.00631593322180875	6.82803591546891e-05	0.000682803591546891	0.00112662592605237	0.0610767812638695	0.00331159741900242	0.000204841077464067	0	0.000512102693660169	0.000204841077464067	0.00228739203168209	0.000170700897886723	0.000273121436618757	0.0932709706053054	0.0110614181830596	0.00184356969717661	0.000614523232392202	0.00081936430985627	0.00256051346830084	0.00624765286265406	0.00805708238025332	0.00105834556689768	0.116247311460858	0.0136902120105152	0.000341401795773446	0.0179918746372606	0.000682803591546891	0.0118125021337612	0.000170700897886723	0.000307261616196101	0.000238981257041412	6.82803591546891e-05	0.00310675634153836	0.000102420538732034	0.000238981257041412	0.00242395274999146	0.000102420538732034	0.000204841077464067	0.0101396333344713	0.0241029667816053	0	0.00109248574647503	0.00242395274999146	0.000341401795773446	0.00157044826055785	0.000443822334505479	3.41401795773446e-05	0.00208255095421802	0.00259465364787819	0.00884230651053225	0.00433580280632276	0.00146802772182582	0.00215083131337271	6.82803591546891e-05	0.0131098289577003	0.00355057867604384	0.0318527875456625	0.000170700897886723	0.0517565122392544	6.82803591546891e-05	0.00843262435560411	0.0498788023625004	0.000512102693660169	0.0201427059506333	6.82803591546891e-05	0.00983237171827524	6.82803591546891e-05	0.00037554197535079	0.0145095763203714	0.00143388754224847	0.000136560718309378	0.00952511010207914	0.00225325185210474	0.000102420538732034	0.00249223310914615	0.000170700897886723	6.82803591546891e-05	0.0242395274999146	0.00276535454576491	0.00208255095421802	0.016045884401352	0.00198013041548599	0	0	0.000887644669010959	0	0.00358471885562118	0.000136560718309378	0.0153289406302277	0.00177528933802192	0.000102420538732034	0.000102420538732034	0	0.0730258441159401	0.0199720050527466	0.00109248574647503	0.00081936430985627	0.0758594790208597	0.0056672698098392	0.00187770987675395	0.0019118500563313	0.0187088184083848	0.0012290464647844	0.000102420538732034	0.00419924208801338	0.000170700897886723	6.82803591546891e-05	0.000204841077464067	0.0145437164999488	0	0	0.00368713939435321	0	0.0107882967464409	0.000136560718309378	0.000307261616196101	0.00300433580280632	0	6.82803591546891e-05	0.000136560718309378	0.00508688675702434	0.00215083131337271	0	0	0.00450650370420948	0.00119490628520706	0.00184356969717661	0.000102420538732034	0.00501860639786965	0.00146802772182582	0.00102420538732034	0.0047454849612509	0.000136560718309378	0.00180942951759926	0.00290191526407429
CS.323	0.0600638977635783	6.08550129316903e-05	0.000623763882549825	0.0612353567625133	0.000273847558192606	0	0.000319488817891374	0.0216491708504488	3.04275064658451e-05	0.00240377301080176	7.60687661646128e-05	0	0.000562908869618135	0.002160352959075	0	0.000273847558192606	0.207333029058269	0	0.0155028145443481	0	3.04275064658451e-05	0.0335311121253613	0	0	0	0.000289061311425529	0	0	0.0551498554693443	0	0.0398143922105583	1.52137532329226e-05	1.52137532329226e-05	0.00978244332876921	0	0.00339266697094173	1.52137532329226e-05	9.12825193975354e-05	0.00139966529742888	0	6.08550129316903e-05	0.00845884679750494	0.00876312186216339	0.00059333637608398	0.000425985090521832	0.0051270348394949	0	0.000791115168111973	0.000425985090521832	6.08550129316903e-05	0.00240377301080176	0.00132359653126426	0.0031036056595162	0.00118667275216796	0.000471626350220599	0.00129316902479842	0	0.000365130077590141	0.00757644910999544	0.0158983721284041	0.000684618895481515	0.0278107409097824	0.000121710025863381	0.00363608702266849	0.0318423855165069	0	0.0218621633957097	0	0.00906739692682185	3.04275064658451e-05	0.000152137532329226	0.01493990567473	0.000243420051726761	0.00112581773923627	0.00158223033622395	0.000456412596987677	0.000152137532329226	0.000684618895481515	0	0	0.00946295451087783	0.000851970181043663	0.0026319793092956	0.0124752776509965	0.000562908869618135	0	1.52137532329226e-05	0.00251026928343222	0	0.0193366803590446	0.000319488817891374	0.0106800547695116	0.00220599421877377	0.000578122622851057	0.000182565038795071	3.04275064658451e-05	0.0975810132359653	0.00896090065419139	0.000502053856686445	0.00182565038795071	0.064430244941427	0.00371215578883311	0.00103453521983873	0.0105127034839495	0	0.000106496272630458	0.00425985090521832	3.04275064658451e-05	0.000152137532329226	7.60687661646128e-05	0.00503575232009737	0.00237334550433592	0	0	0	0	0.00956945078350829	0	0.000304275064658451	0	0.000912825193975354	0	0.00133881028449719	0.000928038947208276	0	0	0.00059333637608398	0	0.00156701658299102	0.00972158831583752	0.00118667275216796	0	1.52137532329226e-05	0	0.00118667275216796	0.000851970181043663	0	0.0174045336984634
CS.372	0	1.9752306081735e-05	0.00015801844865388	0.000138266142572145	0.00015801844865388	0	0	0.0235842534615916	0	0.000553064570288581	0.00470104884745294	0	0.00161968909870227	0	0	0.00011851383649041	0.242874355581014	0	0.00252829517846209	1.9752306081735e-05	0	0.00308135974875067	1.9752306081735e-05	1.9752306081735e-05	0	0.00015801844865388	3.95046121634701e-05	0	0.0409662828135185	0	0.0196930491634898	0	0	0.000829596855432872	0.000967862998005017	0.00466154423528947	0	0	0.00946135461315109	0	1.9752306081735e-05	0.0147747249491378	0.0154660556619985	0.000256779979062556	0.000138266142572145	0.00616271949750133	0	0.00120489067098584	0.000474055345961641	1.9752306081735e-05	0.055839769293065	0.00519485649949632	1.9752306081735e-05	0.00323937819740455	0.000651826100697256	0.00203448752641871	0	1.9752306081735e-05	3.95046121634701e-05	0.0387737768384459	0.00130365220139451	0.0334406541963774	0.000375293815552966	0.0106859975902187	0.0322160112193099	1.9752306081735e-05	0.0169079740059652	0	0.00341714895214016	0.000316036897307761	0.00015801844865388	0.0211349675074565	0.000592569182452051	0.00319987358524108	0.00722934402591503	0	0.000256779979062556	0.00165919371086574	0	0.000632073794615521	0.0105279791415648	0.000355541509471231	0.00185671677168309	0.0141426511545223	0	0	0	0.00268631362711597	0	0.0114563375274063	5.92569182452051e-05	0.04815612222727	0.00114563375274063	0.000355541509471231	0.00011851383649041	0	0.10599087443459	0.0155450648863255	0.000592569182452051	0.0278112469630829	0.0516127757915737	0.00584668260019357	0.00207399213858218	0.0173820293519268	3.95046121634701e-05	5.92569182452051e-05	0.000434550733798171	5.92569182452051e-05	0.000316036897307761	7.90092243269402e-05	0	0.0111205483240168	1.9752306081735e-05	0	1.9752306081735e-05	0	1.9752306081735e-05	0	0.000355541509471231	0	0	1.9752306081735e-05	1.9752306081735e-05	0	0	0	0	0	0.00916507002192506	5.92569182452051e-05	0.00179745985343789	0.000375293815552966	5.92569182452051e-05	0.00011851383649041	5.92569182452051e-05	0.00120489067098584	0	0.0211349675074565
