g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.082	0.00051549344177788	0.00114554098172862	0.000171831147259293	0.0288294480401703	1.9092349695477e-05	0	0.00051549344177788	0.0444088053916796	0.00372300819061802	0.000229108196345724	1.9092349695477e-05	0	0	0.000458216392691449	0	0.0100807606392119	0.00326479179792657	0.00336025354640396	0.00101189453386028	0.0030738683009718	0.000439124042995972	0.00101189453386028	0.0075605704794089	0	0.00773240162666819	0.24516486243962	0.0930752047654505	0	0.000591862840559788	0	0.00244382076102106	0	0	1.9092349695477e-05	0	0.00108826393264219	7.63693987819081e-05	5.72770490864311e-05	0.00231017431315272	0.000782786337514558	0.000668232239341696	0.000954617484773851	0.0118181644615003	0	5.72770490864311e-05	0.000572770490864311	0.000496401092082403	0.00070641693873265	7.63693987819081e-05	0.00217652786528438	0.00368482349122707	0.000362754644214063	0.00355117704335873	0.000840063386600989	0.000744601638123604	0.00177558852167936	1.9092349695477e-05	0.000687324589037173	0.0286003398438246	1.9092349695477e-05	0.00444851747904615	9.54617484773851e-05	0.0124291196517555	0.0340798442064265	0	0.020333352425683	5.72770490864311e-05	0.00525039616625618	3.8184699390954e-05	7.63693987819081e-05	0.00158466502472459	0.00070641693873265	0.000229108196345724	0.0150256792103404	0	0	7.63693987819081e-05	7.63693987819081e-05	0.000572770490864311	0.00851518796418275	0.00154648032533364	0.000954617484773851	0.00101189453386028	5.72770490864311e-05	3.8184699390954e-05	0.00238654371193463	0	0.000343662294518586	0.000954617484773851	0.012849151345056	0.000668232239341696	0.00019092349695477	0	0.0771521851194227	0.00358936174274968	3.8184699390954e-05	0.000820971036905512	0.010405330584035	0.000782786337514558	0.00255837485919392	0.00196651201863413	0.0739446703705825	7.63693987819081e-05	0.012486396700842	7.63693987819081e-05	0	0.000572770490864311	0.0354544933845008	0	0	0	0.00019092349695477	0.0408385359986254	0	0	0	0	0.00110735628233767	0	0	0.000725509288428127	1.9092349695477e-05	0.0159993890448097	0.00101189453386028	0.00421940928270042	0	1.9092349695477e-05	0.029535864978903	0.0334307043167803	0.000267292895736678	0.00148920327624721	7.63693987819081e-05
T.CS.057	0	0	0.00175609756097561	0.0199024390243902	6.50406504065041e-05	0	0	0.00048780487804878	6.50406504065041e-05	0	0.00292682926829268	0	0	0	0	0.000520325203252032	0.287739837398374	0	3.2520325203252e-05	3.2520325203252e-05	0	0.0213333333333333	0.000357723577235772	0	0.0262764227642276	0.0457235772357724	0.000130081300813008	0	0.00439024390243902	0	0.0148943089430894	0	0	0	0	0	6.50406504065041e-05	0.000260162601626016	0.0171056910569106	0	0	0.0136910569105691	0.000455284552845528	0	0.00100813008130081	3.2520325203252e-05	0	0	0.00048780487804878	0	0.00848780487804878	0.000520325203252032	0.00959349593495935	3.2520325203252e-05	0	0.00107317073170732	0	0	0.00507317073170732	0	0.00702439024390244	0	0.00269918699186992	0.0586016260162602	0	0.00617886178861789	0	0.0031869918699187	0	0	0.011739837398374	0.000682926829268293	0	0.0189593495934959	0.00796747967479675	0	0	0	0	0.0902113821138211	0.00032520325203252	0.000227642276422764	0.00686178861788618	0	0	0.00995121951219512	0	0.0023739837398374	0.00214634146341463	0.00165853658536585	0	0.000715447154471545	0	0.118829268292683	0.00686178861788618	0	0.000910569105691057	0.0138536585365854	0	0.00354471544715447	3.2520325203252e-05	3.2520325203252e-05	0.0168455284552846	3.2520325203252e-05	0	0	6.50406504065041e-05	0.0249756097560976	0	0	6.50406504065041e-05	0	9.75609756097561e-05	6.50406504065041e-05	0.0116747967479675	0.00126829268292683	0	0	0	0	3.2520325203252e-05	0.0123577235772358	3.2520325203252e-05	0	3.2520325203252e-05	0	6.50406504065041e-05	0.0406829268292683	0.00868292682926829	0.00517073170731707	0	0.0140162601626016
T.CS.131	0.0175021335534508	0.00435104998810806	0.000195867202037019	0.0514850931068735	0.000195867202037019	1.39905144312156e-05	2.79810288624313e-05	0.03256991759587	0.00188871944821411	0.0024203589966003	0	0.00507855673853128	0	0	6.99525721560782e-05	1.39905144312156e-05	0.0226226618352757	0	0.000601592120542272	0.00730304853309456	8.39430865872938e-05	0.00159491864515858	0.00022384823089945	0	5.59620577248625e-05	0.254333561845069	2.79810288624313e-05	0	0.00258824516977489	1.39905144312156e-05	0.00265819774193097	0	0	0.000405724918505253	8.39430865872938e-05	0.00104928858234117	0	5.59620577248625e-05	0.0254907172936749	8.39430865872938e-05	1.39905144312156e-05	0.00488268953649426	0.0127453586468374	0.000741497264854429	0	0.00249031156875638	0.000517649033954978	0.000615582634973488	0.000237838745330666	0.00979336010185095	0.00506456622410006	0.0110385158862291	0.00328777089133567	0.000811449837010507	0.0017907858471956	0	0.00100731703904753	0.0084082991731606	0.0250010492885823	0.000405724918505253	0.0498342124039901	0.0004476964617989	0.00524644291170586	0.0229164626383312	0.00398729661289646	0.0110664969150916	0.000531639548386194	0.0065335702393777	1.39905144312156e-05	8.39430865872938e-05	0.00409922072834618	0.000405724918505253	0	0.00513451879625614	0.0041132112427774	9.79336010185095e-05	1.39905144312156e-05	0.00032178183191796	0	0.0251969164906194	0.00145501350084643	0.00167886173174588	0.0108006771408985	0.000307791317486744	6.99525721560782e-05	0.00243434951103152	0	0.0126474250458189	0.000125914629880941	0.00931768261118961	0.000517649033954978	0.00022384823089945	0	0.0762483036501252	0.00275613134294948	0.000433705947367685	0.000195867202037019	0.0332414622885683	0.00370748632427214	0.00422513535822712	0.00770877345159982	0.00461686976230116	5.59620577248625e-05	0.024133637393847	2.79810288624313e-05	2.79810288624313e-05	0.000349762860780391	0.000307791317486744	6.99525721560782e-05	1.39905144312156e-05	0	0.000573611091679841	0.040614463393819	0	0.000111924115449725	0	0	0.00118919372665333	0	0	0.0100172083327504	1.39905144312156e-05	0.000503658519523763	0.000293800803055528	0.00244834002546274	0.000307791317486744	0.0595016578759601	0.0031338752325923	0.0108566391986233	0.00135707989982792	0.00309190368929866	5.59620577248625e-05
T.CS.114	0.00103492198280437	0.00658104235219191	2.6536461097548e-05	0.00161872412695043	0	0.000716484449633797	0.00188408873792591	0.0158688037363337	0.00283940133743764	0.000902239677316633	0	0.00111453136609702	0	0.00180447935463327	0	0.000212291688780384	0.0120740897993844	0.000769557371828893	5.30729221950961e-05	0.00623606835792379	7.96093832926441e-05	0.000504192760853413	0.0112249230442628	2.6536461097548e-05	0.00013268230548774	0.0702420125252096	0.00528075575841206	0.00156565120475533	0.000424583377560768	0.000212291688780384	0.000159218766585288	0.00525421929731451	0.00427237023670523	0.00440505254219297	0.000371510455365672	0.000796093832926441	5.30729221950961e-05	0	0.00772211017938648	2.6536461097548e-05	0	0.000344973994268124	0.0227948200827938	0.00177794289353572	7.96093832926441e-05	0.000796093832926441	0.00013268230548774	0.000477656299755865	0	0.00650143296889927	0.002759791954145	0.0252627109648657	0.0066871881965821	0.000530729221950961	0.00169833351024307	2.6536461097548e-05	0.00804054771255705	0.0127905742490182	0.0173017726356013	0.000424583377560768	0.180129497930156	0.000451119838658317	0.00318437533170576	0.0279428935357181	0.00148604182146269	0.0139051056151152	0	0.0103757562891413	0	0	0.00427237023670523	0.000451119838658317	0	0.0182305487740155	0.000238828149877932	0.00153911474365779	0.000769557371828893	7.96093832926441e-05	0.00114106782719457	0.0146746629869441	0.000185755227682836	0.00546651098609489	0.00658104235219191	0.000451119838658317	0	0.00411315147011994	0.000159218766585288	0.023776669143403	0.000849166755121537	0.0356119307929095	0.000238828149877932	0	0	0.062997558645579	0.00758942787389874	0.000106145844390192	0.000344973994268124	0.0994851926547076	0.00628914128011888	0.00236174503768177	0.0123925273325549	0.0176202101687719	7.96093832926441e-05	0.0163464600360896	0	7.96093832926441e-05	0.00180447935463327	0.0205126844284046	0	0	2.6536461097548e-05	0.00013268230548774	0.00796093832926441	0	0.000238828149877932	0	0.00697908926865513	0.00233520857658423	0	0.029535081201571	0.00488270884194884	2.6536461097548e-05	0.00334359409829105	5.30729221950961e-05	0.00039804691646322	0	0.0113841418108481	0.00313130240951067	0.000743020910731345	0.000106145844390192	0.0320029720836429	0
T.CS.147	0.00733966467346699	0.00117247039512252	2.34494079024505e-05	0.00225114315863524	4.68988158049009e-05	0.0024621878297573	0.0026966819087818	0.0336733497479189	0.00375190526439207	0.00218079493492789	0	0.00314222065892836	0	0.000445538750146559	0	0.00222769375073279	0.0189705709930824	0.00609684605463712	2.34494079024505e-05	0.000984875131902919	0.00051588697385391	0	0.023683901981475	0.00133661625043968	0	0.234798921327236	0.0283503341540626	0.000164145855317153	9.37976316098019e-05	0.00201664907961074	0	0.00726931644975964	0.00947356079258999	0.00281392894829406	7.03482237073514e-05	0.00199319967170829	0	0	0.00166490796107398	0.000140696447414703	2.34494079024505e-05	0.000820729276585766	0.0215031070465471	0.000844178684488217	0	0.00281392894829406	7.03482237073514e-05	0.000961425724000469	0.000375190526439207	0.00185250322429359	0.00834798921327237	0.0468284675811936	0.00372845585648962	0.000750381052878415	0.00140696447414703	0.00168835736897643	0.00126626802673232	0.000586235197561262	0.0273654590221597	2.34494079024505e-05	0.024363934810646	0.000187595263219604	0.00436158986985579	0.0154531598077149	0.00731621526556454	0.0110446711220542	0	0.0149607222417634	0	9.37976316098019e-05	0.00192285144800094	0.000164145855317153	0	0.00642513776527143	0	0.000562785789658811	0.000656583421268613	7.03482237073514e-05	0.00114902098722007	0.01655528197913	0.00168835736897643	0.00281392894829406	0.011138468753664	0.000211044671122054	4.68988158049009e-05	0.000257943486926955	7.03482237073514e-05	0.00534646500175871	0.000164145855317153	0.0183139875718138	9.37976316098019e-05	0.000117247039512252	0	0.0655176456794466	0.00628444131785672	0.000234494079024505	0.00218079493492789	0.0304607808652832	0.0025090866455622	0.000633134013366162	0.00293117598780631	0.0190409192167898	0	0.0159924961894712	0	0	0	0.0223707351389377	0	0	0.0179622464532771	0.00051588697385391	0.0292414116543557	2.34494079024505e-05	0.000187595263219604	0	0.00436158986985579	2.34494079024505e-05	0.00309532184312346	0.00196975026380584	0.00804314691054051	0	0.00297807480361121	7.03482237073514e-05	0.00225114315863524	0.000140696447414703	0.0238245984288897	0.000750381052878415	0.00424434283034353	0.000187595263219604	0.00159455973736663	0
T.CS.180	6.09180347841979e-05	0.000517803295665682	0	0.195821022813804	0	0.00533032804361731	0.00112698364350766	0.0991136425938899	0.0057872133044988	0.00551308214796991	0	0	0.000152295086960495	0.0028326886174652	0.00883311504370869	0	0.00916816423502178	0	0	0.00746245926106424	0.00027413115652889	0.00027413115652889	0.00773659041759313	0.00027413115652889	0.000121836069568396	0.0992963966982425	0.000243672139136791	0	0.00210167220005483	0	0.00237580335658372	0	0	0	0.00115744266089976	0.002771770582681	0	0	0.0273521976181048	0	0.000182754104352594	0.000761475434802473	0.0221132466266638	0.000913770521762968	0.000335049191313088	0.00179708202613384	0	0.00225396728701532	0.000152295086960495	0.0120313118698791	0.00426426243489385	0.00691419694800646	0.00258901647832841	0.000670098382626176	0.00551308214796991	0	0.000335049191313088	0.00517803295665682	0.0531814443666047	0	0.0133410496177393	0.00210167220005483	0.00536078706100941	0.0317687551399592	0	0.0129146233742499	0	0.00980780360025586	3.04590173920989e-05	0.000335049191313088	0.00207121318266273	0.000609180347841979	0	0.00554354116536201	6.09180347841979e-05	0.000426426243489385	0	0.000548262313057781	6.09180347841979e-05	0.012610033200329	0.00057872133044988	0.00179708202613384	0.0162651152873808	0.0103256068959215	0	0.00636593463494868	0	0.0202552465657458	0.00137065578264445	0.00977734458286376	0.00124881971307606	0.000426426243489385	0	0.0303371813225305	0.00968596753068746	0.000426426243489385	0.00164478693917334	0.0159300660960677	0.00986872163504005	0.000944229539155067	0.000456885260881484	0.0159300660960677	9.13770521762968e-05	0.0178794432091621	9.13770521762968e-05	0	0.00167524595656544	0.00085285248697877	0	0	0	0.000791934452194572	0.0219304925223112	3.04590173920989e-05	0.000121836069568396	0	0.00481252474795163	0.00103560659133136	0	0	0.000791934452194572	6.09180347841979e-05	0.00213213121744693	6.09180347841979e-05	0.00258901647832841	0	0.000182754104352594	0.002771770582681	0.00645731168712497	0.000121836069568396	0.0307636075660199	0.013249672565563
T.CS.098	0.000763239265724686	0.000391404751653685	5.87107127480528e-05	0.00219186660926064	0	0.00109593330463032	0.00107636306704763	0.018219891189479	0.00117421425496106	0.00115464401737837	0	5.87107127480528e-05	0	0.000841520216055423	0.000587107127480528	0.000489255939567106	0.0147168186621786	0	1.95702375826843e-05	0.00473599749500959	0.000978511879134213	0.000117421425496106	0.0181024697639829	0.00344436181455243	0	0.106696935300795	0.00690829386668754	0.000528396414732475	0.00228971779717406	0	0.00105679282946495	0.0416258953383694	0.00440330345610396	0.00724098790559317	0.000567536889897843	0.00289639516223727	0	0.0186700066538808	0.066010411366394	0.011526869936201	5.87107127480528e-05	0.0167716936083604	0.0145993972366825	0.00140905710595327	0	0.0073388390935066	9.78511879134213e-05	0.00129163568045716	0.000313123801322948	0.0103722259188227	0.00774981408274296	0.00356178324004853	0.00275940349915848	0.00117421425496106	0.00101765235429958	0	3.91404751653685e-05	0.00381619632862343	0.0345023288582723	0.00027398332615758	0.0485733296802223	0.000352264276488317	0.00131120591803985	0.0160475948178011	1.95702375826843e-05	0.00964812712826334	0	0.0146972484245959	0	3.91404751653685e-05	0.00078280950330737	0.000215272613409527	0	0.00234842850992211	0.00150690829386669	0.000215272613409527	0.000117421425496106	0.000117421425496106	0	0.0211554268268817	0.000410974989236369	0.00780852479549102	0.0113703080355396	1.95702375826843e-05	0	0.00281811421190653	0	0.000724098790559317	5.87107127480528e-05	0.023366863673725	0.000450115464401738	0	0	0.111746056597127	0.00395318799170222	0.00133077615562253	0.000469685701984422	0.012211828251595	0.0101569533054131	0.00027398332615758	0.00154604876903206	0.00479470820775764	0	0.00886531762495597	0	0	0	0.000234842850992211	0	0.00281811421190653	0.000430545226819054	0.000410974989236369	0.0312928098947121	0.0161845864808799	0.00103722259188227	0.001859172570355	0	0.000215272613409527	0	0	0.00506869153391522	0	0.00250499041058358	0.0045990058319308	0	9.78511879134213e-05	0.0537790128772163	0.0241496731770324	0.0345023288582723	0.00064581784022858	0.00412932012994638	0
T.CS.130	0.0342670655425619	0.0496851530302713	0.000292880902073178	0.0248739566117864	2.09200644337985e-05	0.0100207108637895	0.00117152360829271	0.0190790987636242	0.00525093617288341	0.00127612393046171	0	0.00269868831196	0	0.000878642706219535	0.0040584925001569	0.000564841739712558	0.0128449195623523	0	0.000920482835087132	0	6.27601933013954e-05	0.00123428380159411	0.0128867596912198	0	0	0.177695027300684	0.0365264325014121	0.00560657726825799	0.00054392167527876	0	0.00374469153364992	0.00311708960063597	0	0.00259408798979101	0.000188280579904186	0.0014225643814983	2.09200644337985e-05	0	0.0157946486475178	0	0	0.0219451475910546	0.0138281625907408	0	2.09200644337985e-05	0.00221752682998264	0.000774042384050543	0.000836802577351938	0.000230120708771783	0.00447689378883287	0.00665258048994791	0.0274262044727098	0.00165268509027008	0.00165268509027008	0.000690362126315349	0.000104600322168992	0.0180958557352357	0.00564841739712558	0.0152507269722391	0.000502081546411163	0.0387857994602623	0.000376561159808372	0.000794962448484341	0.0319449383904102	0	0.0196857806322043	0.00027196083763938	0.0113805150519864	2.09200644337985e-05	8.36802577351938e-05	0.00269868831196	0.000292880902073178	0	0.00299156921403318	0.00248948766762202	0.000104600322168992	0.000188280579904186	0.0014016443170645	0.00104600322168992	0.0146858852325265	0.000878642706219535	0.00234304721658543	0.00642245978117613	0.000355641095374574	0.00054392167527876	0.0013598041881969	0	0.0290998096274137	0.000188280579904186	0.0200414217275789	0.000188280579904186	0.000690362126315349	0	0.056254053262484	0.016819731804774	0.000230120708771783	0.00301248927846698	0.0795590050417355	0.00152716470366729	0.000836802577351938	0.00213384657224744	0.0218614673333194	0	0.00882826719106295	0	0	4.18401288675969e-05	0.00102508315725612	2.09200644337985e-05	2.09200644337985e-05	0	0.000188280579904186	0.0273216041505408	2.09200644337985e-05	0.000794962448484341	4.18401288675969e-05	0.00824250538691659	0.000523001610844961	0	0	0.00962322963954729	2.09200644337985e-05	0.000209200644337985	6.27601933013954e-05	0.00426769314449489	0	0.000564841739712558	0.000230120708771783	0.00104600322168992	0.000251040773205581	0.00188280579904186	0.000125520386602791
T.CS.102	0.00139082058414465	0.000751794910348457	0.000601435928278766	0.0693154907341277	0.00154117956621434	0.010487538999361	0.00248092320414991	0.0634514904334098	0.00571364131864827	0.00552569259106116	0	0.00218020524001053	0	0.00135323083862722	0.0149607187159343	0.00112769236552269	0.00127805134759238	0	0	0.00251851294966733	0	0	0.00909671841521633	0.00124046160207495	0	0.205240010525129	0.0422884637071007	0.000187948727587114	0	0.00026312821862196	0	0.00454835920760816	0	0	0	0.000601435928278766	7.51794910348457e-05	0	0.00612712851933992	0	0	0.0105627184903958	0.00905912866969891	0.000300717964139383	0	0.00135323083862722	0.000112769236552269	0.000112769236552269	7.51794910348457e-05	0.000413487200691651	0.00398451302484682	0.00702928241175807	0.000864564146900725	0.000187948727587114	0.000939743637935571	0.00210502574897568	0.000112769236552269	0.000826974401383303	0.0181558470849152	3.75897455174228e-05	0.05600872082096	0.00026312821862196	0.00127805134759238	0.0199601548697515	0	0.0057512310641657	0	0.00296958989587641	0	3.75897455174228e-05	0.000676615419313611	0.000338307709656806	0	0.00187948727587114	0.000601435928278766	7.51794910348457e-05	0	0.000112769236552269	0	0.00315753862346352	0.000150358982069691	0.000601435928278766	0.0026312821862196	0.000413487200691651	0.000150358982069691	0.00616471826485735	0	0.00695410292072323	0.00052625643724392	0.00458594895312559	7.51794910348457e-05	0	0	0.0664210803292862	0.0136450776228245	0.000112769236552269	0.000112769236552269	0.0229673345111454	0.000676615419313611	0.00154117956621434	0.00966056459797767	0.0322895913994662	0.000112769236552269	0.0103747697628087	0	0	0.00052625643724392	0.00206743600345826	3.75897455174228e-05	0	0.0342066684208548	0.000300717964139383	0.0775100552569259	0.00372138480622486	0.00101492312897042	0	0	0	0	0.00469871818967786	0.00436041048002105	0	0.0021426154944931	0	0.00052625643724392	0.000187948727587114	0.0269518475359922	0.0165770777731835	0.0110513851821223	0.00139082058414465	0.00109010262000526	0
T.CS.123	1.68157664626354e-05	0.0553575031949956	0.000403578395103249	0.00929911885383736	0.000134526131701083	0.00411986278334566	0.000353131095715343	0.107856326091343	0.0179592385820946	0.0127799825116029	0	0.00205152350844151	0	0.00211878657429206	0.00395170511871931	0	0.0349263469428937	0.00617138629178718	0	0	0.000420394161565884	0.00068944642496805	0.0874588013721666	0.00514562453756642	0	0.125798748906975	0.000134526131701083	0.000924867155444945	0.000336315329252707	0.00216923387367996	0.00110984058653393	0	0	1.68157664626354e-05	0	0.00184973431088989	1.68157664626354e-05	0.00021860496401426	0.00411986278334566	1.68157664626354e-05	1.68157664626354e-05	0.000672630658505415	0.011434721194592	0	6.72630658505415e-05	0.00321181139436336	0	0.00047084146095379	0.000117710365238448	6.72630658505415e-05	0.00127799825116029	0.00390125781933141	0.00324544292728863	0.000554920293266967	0.000672630658505415	0.00112665635299657	0.000100894598775812	0.000588551826192238	0.0318322459137688	0	0.0266193583103518	0.000386762628640613	0.00102576175422076	0.0277123831304231	0	0.019691262527746	0	0.00435528351382256	0.000100894598775812	0.000100894598775812	0.00193381314320307	0.000168157664626354	0	0.0049438353400148	1.68157664626354e-05	0.000168157664626354	0.0010930248200713	0	0	0.0125109302482007	0.00021860496401426	0.000571736059729602	0.00438891504674783	0.000168157664626354	0	0.000487657227416426	0	0.00334633752606444	8.40788323131768e-05	0.00186655007735253	0.00021860496401426	0.000117710365238448	0	0.0630591242348826	0.0257449384542947	0	0.00534741373511805	0.0899307190421739	0.00181610277796462	0.000252236496939531	0.0021860496401426	0.0174883971211408	5.04472993879061e-05	0.0222808905629919	1.68157664626354e-05	3.36315329252707e-05	0.000857604089594404	0.021860496401426	0.0333792964283312	0	0.000151341898163718	0.000369946862177978	0.0131162978408556	6.72630658505415e-05	0.00168157664626354	3.36315329252707e-05	1.68157664626354e-05	0	0	0	0	0.000235420730476895	0.0178583439833188	0.00164794511333827	0.000134526131701083	0	0.000235420730476895	0.00348086365776552	0.0101062756440439	0.00105939328714603	3.36315329252707e-05	0
T.CS.167	1.47638521843119e-05	0.0228839708856835	0.000487207122082294	0.000177166226211743	7.38192609215597e-05	0	0.000103346965290184	0.0562502768222285	0.00315946436744275	0.000472443269897982	0	0.00118110817474495	4.42915565529358e-05	0.00202264774925073	0	0.000708664904846973	0.0034695052633133	1.47638521843119e-05	0	0.00175689840993312	0	1.47638521843119e-05	0.0102165857115439	0	0	0.184887720904138	0.0525445499239662	0.000132874669658807	0.000191930078396055	0.000620081791741101	2.95277043686239e-05	0	0.00214075856672523	2.95277043686239e-05	0	0.000782484165768532	1.47638521843119e-05	0.0045767941771367	0.00119587202692927	4.42915565529358e-05	0.000236221634948991	0.000546262530819541	0.00485730736863862	8.85831131058716e-05	0	0.000516734826450918	0.000103346965290184	0.000442915565529358	0.000103346965290184	0.000516734826450918	0.00478348810771707	0.00704235749191679	0.00214075856672523	0.000280513191501927	0.000236221634948991	0.00506400129921899	0.00053149867863523	0.000236221634948991	0.0178937888473861	1.47638521843119e-05	0.00568408309096009	8.85831131058716e-05	0.00045767941771367	0.0240650790604284	5.90554087372477e-05	0.00262796568880752	8.85831131058716e-05	0.00972937858946156	0	1.47638521843119e-05	0.00249509101914872	0.000265749339317615	7.38192609215597e-05	0.0023474524973056	0.00129921899221945	7.38192609215597e-05	1.47638521843119e-05	0.000177166226211743	7.38192609215597e-05	0.00757385617055202	0.000206693930580367	0.000147638521843119	0.00106299735727046	5.90554087372477e-05	0.000280513191501927	0.00801677173608138	2.95277043686239e-05	0.0374706568437837	0.000428151713345046	0.00308564510652119	2.95277043686239e-05	1.47638521843119e-05	0	0.0679432477522035	0.0225591661376286	1.47638521843119e-05	0.000162402374027431	0.0138484933488846	0.00038386015679211	0.000605317939556789	0.00382383771573679	0.0304578270562355	2.95277043686239e-05	0.0197097426660564	0	1.47638521843119e-05	0.00786913321423826	0.0185729260478644	0.000132874669658807	1.47638521843119e-05	0	0.000472443269897982	0.0689028981441838	2.95277043686239e-05	0.0018602453752233	1.47638521843119e-05	0.000103346965290184	0	0	0	0.0102018218593595	1.47638521843119e-05	0.00237698020167422	1.47638521843119e-05	0.00103346965290184	0.000959650391980276	0.150384598349401	0.00597936013464633	0.0602217530598084	0.000369096304607798	0.000118110817474495	0
T.CS.134	0.00177835394229491	3.32402606036431e-05	0.000116340912112751	0.00927403270841643	0.000764525993883792	0.000797766254487435	0.000448743518149182	0.0155232017019013	0.00199441563621859	0.000265922084829145	0	0	1.66201303018216e-05	0.00021606169392368	0	0.00447081505119	0.0114845100385587	0	6.64805212072863e-05	0.00405531179364446	0.00021606169392368	0.00132961042414573	0.00624916899348491	0	0.000947347427203829	0.28503523467624	0.0548464299960112	0	0.00239329876346231	0	0.00224371759074591	0	0.0839150378938971	6.64805212072863e-05	0.000116340912112751	0.00177835394229491	8.31006515091078e-05	0.000465363648451004	0.012298896423348	0.000149581172716394	0.000199441563621859	0.00540154234809201	0.014808536098923	0.000648185081771041	0	0.00118002925142933	4.98603909054647e-05	0.000332402606036431	0.000149581172716394	0.000731285733280149	0.00402207153304082	0.0020775162877277	0.00337388645126978	0.000814386384789257	0.000481983778752825	0	4.98603909054647e-05	0.00104706820901476	0.0174511368169126	9.97207818109294e-05	0.0338884456854142	0.000299162345432788	0.000398883127243718	0.0196782342773567	0	0.0221213934317245	3.32402606036431e-05	0.00899149049328547	0	0.000199441563621859	0.0010803084696184	0.000182821433320037	0.000116340912112751	0.00676439303284138	0.0019279351150113	0.000382262996941896	0	0	0	0.0367803483579311	0.000880866905996543	0.00259274032708416	0.0087089482781545	0.00053184416965829	1.66201303018216e-05	0.000265922084829145	0	0.000897487036298365	1.66201303018216e-05	0.00877542879936179	8.31006515091078e-05	1.66201303018216e-05	0	0.0550791118202367	0.00390573062092807	0.000448743518149182	0.000116340912112751	0.0239828480255285	0.00659819172982316	0.0020775162877277	0.00144595133625848	0.0100385587023002	3.32402606036431e-05	0.00629902938439037	0.000116340912112751	1.66201303018216e-05	9.97207818109294e-05	0.0491291051721846	0	0	0	0	8.31006515091078e-05	0.00540154234809201	0.00197779550591677	0.000265922084829145	0.0057007046935248	0.00294176306342242	0	0	0.00244315915436777	4.98603909054647e-05	0.0139941497141338	0.00262598058768781	0.000581704560563755	0.000249301954527324	0.0752227097460444	0.00307472410583699	0.00601648716925941	0.00204427602712405	0	0
