L.033.M1	L.022.M1	CS.217	CS.357	CS.035	CS.219	CS.280	CS.259	L.035.M1	L.002.M1	CS.243	CS.295	CS.105	CS.106	L.006.M1	CS.248	CS.301	CS.064	CS.115	CS.063	CS.341	CS.334	CS.305	CS.381	CS.042	CS.154	CS.149	CS.060	CS.377	CS.373	CS.374	CS.378	CS.126	CS.232	CS.236	CS.375	CS.205	CS.213	CS.128	CS.376	CS.224	CS.041	CS.292	CS.302	CS.136	CS.166	CS.183	CS.147	CS.256	CS.148	CS.177	CS.372	CS.386	CS.214	CS.129	CS.254	CS.369	CS.395	CS.385	CS.178	T.CS.029	TFS.024	T.CS.024	T.CS.058	T.CS.048	TFS.023	T.CS.085	T.CS.046	T.CS.050	T.CS.012	T.CS.003	T.CS.076	T.CS.056	T.CS.069	T.CS.040	T.CS.116	T.CS.144	T.CS.134	T.CS.125	T.CS.156	T.CS.107	T.CS.092	T.CS.132	T.CS.128	T.CS.106	T.CS.131	T.CS.114	T.CS.108	T.CS.118	T.CS.153	CS.238	CS.082	CS.015	CS.087	CS.085	CS.246	CS.356	CS.088	CS.237	CS.006	CS.242	L.034.M1	CS.241	CS.110	CS.103	CS.338	CS.189	CS.187	CS.150	CS.165	CS.151	CS.330	CS.345.0	CS.308.0	CS.044	CS.212	CS.347.0	CS.358	CS.346	CS.191	CS.343	CS.322	CS.112	CS.331	CS.152	CS.194	CS.321	CS.158	CS.163	CS.227	CS.318	CS.285	CS.339	CS.202	CS.080	CS.393	CS.390	CS.370	CS.262	CS.326	CS.253	CS.270	CS.145	CS.255	T.CS.031	T.CS.008	T.CS.026	T.CS.043	TFS.025	T.CS.036	T.CS.066	TFS.027	TFS.020	T.CS.064	TFS.022	T.CS.045	T.CS.049	T.CS.055	TFS.021	T.CS.151	T.CS.142	T.CS.152	T.CS.157	T.CS.109	T.CS.166	T.CS.158	T.CS.141	T.CS.095
CS.242	0.604303735233	0.531223978351	0.526938236942	0.473956343039	0.541929453289	0.557231397878	0.482841361174	0.470631985959	0.534585605991	0.63240610701	0.540314872793	0.560176056246	0.485305202248	0.547434416748	0.529184580651	0.596941873616	0.547120878807	0.57963571849	0.662703168654	0.678792303765	0.643795136806	0.688152864927	0.467701538591	0.516893991208	0.598101139534	0.756653944193	0.610034286587	0.605586599803	0.641965090431	0.576286269026	0.635308887769	0.667418755751	0.480954954756	0.532360095045	0.698415473817	0.558019005349	0.685778643075	0.665674242475	0.554542104043	0.630290771033	0.755119080333	0.63741111212	0.587336247994	0.697152709101	0.607632868862	0.657045535672	0.709965056868	0.641455948217	0.641055556699	0.660609200004	0.65336497326	0.598267709104	0.682440547578	0.607262555728	0.566897975567	0.609134752369	0.725814949462	0.603556101904	0.620774969255	0.55668892506	0.558588637301	0.517718810186	0.510633072441	0.530638635358	0.53103912622	0.517733349702	0.488966420955	0.580113391069	0.568338309951	0.646214534757	0.487851774391	0.507960292011	0.613473269555	0.538448137495	0.463975213577	0.548257211481	0.491312151258	0.475051857514	0.474545095941	0.459922364212	0.451175981948	0.521799994458	0.502564160033	0.522528666065	0.484634965483	0.453717008211	0.5058899015	0.487715008525	0.518559216077	0.48897259352	0.555969740467	0.522936540595	0.597387519608	0.57380497523	0.528887030626	0.469335145052	0.663271860001	0.642473683326	0.633551673005	0.524310390615	0	0.56028858775	0.54075230249	0.617886620009	0.579862940519	0.580457117133	0.625971593877	0.597760531115	0.540310474976	0.659061837541	0.562025438324	0.614258045012	0.748983286936	0.655916686107	0.520974660598	0.645134444665	0.675799346961	0.744672389096	0.741027870922	0.483662375418	0.62714828147	0.669768428621	0.621289319272	0.53832574349	0.472305691728	0.725459241991	0.520427280163	0.625452570859	0.627869755957	0.77629626737	0.638233062326	0.720359118592	0.606018403559	0.625122499159	0.588929874905	0.637258569416	0.634865952467	0.627107237304	0.631223592371	0.585635849398	0.714693298374	0.627281284092	0.543021995091	0.571045935884	0.503393335801	0.556625627708	0.690147858043	0.489134545198	0.536808196657	0.536555657163	0.503506052664	0.509401437922	0.455778164017	0.485174957541	0.451463107921	0.556179809266	0.624431690285	0.53865462646	0.560029098068	0.505766617134	0.537141315816	0.478867951107	0.506974549613	0.482538755292	0.476085504729	0.411126040173	0.537770967519	0.50016240178
L.034.M1	0.583022344761	0.621663090153	0.57908798214	0.544404891832	0.601485809436	0.617495768773	0.586423625843	0.572840851721	0.567385870938	0.609139330676	0.562137819331	0.603834141248	0.576653810095	0.583663167492	0.559910232991	0.628650744822	0.616080329668	0.617226004459	0.634730237807	0.665024626877	0.632355309631	0.65861858692	0.589623845025	0.567610467213	0.637195944893	0.700751337807	0.601715186881	0.613291660475	0.651836714969	0.590553049362	0.624184791281	0.663078617522	0.580134864072	0.603212624168	0.635627658566	0.608003040055	0.641731283791	0.625210290831	0.564360710327	0.624467535754	0.726567744248	0.649599859789	0.608849792305	0.715150469358	0.617508006549	0.659899161077	0.685426892674	0.62699417533	0.624077035494	0.631825537067	0.6589614003	0.61921417593	0.666225959532	0.640173189499	0.578169536356	0.6133474534	0.678289201289	0.639193640335	0.626412041289	0.612185705129	0.63536044474	0.572101684661	0.578468549851	0.563836559696	0.559122777252	0.615572400075	0.548469438638	0.582236848755	0.60486683247	0.671385367614	0.590462143039	0.58585069163	0.632388449592	0.605963997408	0.554895886989	0.575188723812	0.533063797656	0.584811932556	0.565215707626	0.538426284098	0.556254824672	0.608645940703	0.590928296518	0.576850588972	0.600337681864	0.564169131668	0.595750356888	0.602843263125	0.565564060571	0.592191926145	0.579970656862	0.616177440863	0.573720104108	0.586018538177	0.577758136587	0.57496890198	0.680931289077	0.608215335409	0.624469964051	0.56111377072	0.56028858775	0	0.569463322822	0.603851708015	0.597055203483	0.623435222073	0.649141031128	0.606842049756	0.582443473885	0.658141851166	0.619194011685	0.608653987795	0.721029981042	0.671423390818	0.563876382538	0.667187777228	0.653432806558	0.703154438882	0.71974581048	0.592499216062	0.626004423801	0.631608353645	0.589079259089	0.568440496255	0.566846712315	0.690952863652	0.583105366764	0.613082136575	0.622196584407	0.730475689608	0.609123012161	0.681012037141	0.640749486119	0.669034264967	0.593143497398	0.630444975014	0.641341074245	0.613091046789	0.605977529293	0.618437879727	0.718086606411	0.622197107163	0.584615082765	0.609254953855	0.549894585744	0.602537233708	0.693613545428	0.584945965351	0.597618775063	0.580096785083	0.570900783737	0.549541000392	0.578491081727	0.543804955129	0.585693951964	0.605748826492	0.641746099679	0.529147623793	0.585203313419	0.547544943765	0.592914893781	0.56723168669	0.585256964313	0.566932280834	0.577301551435	0.557601854634	0.577342021541	0.583821805603
CS.241	0.614378425365	0.555422248917	0.512884039975	0.498846463687	0.547564754737	0.574479069201	0.495306638857	0.530888694688	0.612262973883	0.654705589318	0.550783467335	0.60498469426	0.514188473219	0.598135428571	0.535511485355	0.655454251749	0.619324276426	0.592915396203	0.685003782223	0.70372356074	0.686797775669	0.704725834532	0.532632382494	0.566136011648	0.627483245711	0.765650509795	0.656683162509	0.609064580376	0.700132309901	0.623579195307	0.678434053414	0.705114222158	0.559699088986	0.517100637959	0.689210778227	0.650305449928	0.712103837966	0.685010158113	0.586886350464	0.679263436708	0.758455643178	0.67480094951	0.561228879212	0.747129954757	0.657476488346	0.701494711344	0.758470836284	0.66872262707	0.674305606931	0.719060302101	0.699492061821	0.656278051574	0.715837000216	0.663286903773	0.635032846655	0.686856313931	0.753994072594	0.658933797992	0.671986334738	0.624359700957	0.632836446591	0.588633232173	0.577501320974	0.57100336297	0.558427102724	0.617559378322	0.549871429131	0.654340296214	0.606813993195	0.70545994986	0.496949038255	0.600459176771	0.623416773943	0.591239342778	0.491382067965	0.573073872374	0.505508748484	0.550614526147	0.577105164772	0.521297507843	0.505453085554	0.609719463801	0.560480072455	0.569801774291	0.504619174893	0.536056537525	0.573228996265	0.508132136399	0.598870296873	0.535077667408	0.516304836312	0.568864913874	0.532168618998	0.612653412663	0.566826481818	0.536851562272	0.692598543573	0.632097949787	0.663980884564	0.52576598351	0.54075230249	0.569463322822	0	0.650832600056	0.532321773013	0.657950206096	0.659584921606	0.637810292703	0.610997367281	0.695549665426	0.603324025556	0.653566164397	0.78388919851	0.69609341697	0.548773467306	0.683746344579	0.685664967701	0.773360540057	0.771157129626	0.531216853455	0.680811775233	0.719887109394	0.652589699919	0.575611667532	0.541681025436	0.766123621092	0.521338036756	0.652181098343	0.669450132728	0.786673772823	0.680638550333	0.731939252438	0.669340640047	0.653583880084	0.600541958842	0.683954048233	0.666327595007	0.666687539057	0.685063361321	0.640337280107	0.757337232197	0.687674781183	0.597371569248	0.648570563105	0.548067507547	0.615823950269	0.745197878786	0.567221708734	0.611786849934	0.574387459375	0.515638485679	0.522627378661	0.514405642519	0.509025895558	0.519846169143	0.568987827177	0.68826673223	0.533742341333	0.573700058716	0.527448721327	0.590713785732	0.536823930577	0.571797292763	0.493958864345	0.534541364968	0.50202460153	0.561193168351	0.506803424995
CS.110	0.644802060878	0.670212054049	0.631971984498	0.652670405809	0.623617071732	0.58973508173	0.650237232432	0.65679625249	0.610614438561	0.626346308969	0.609932599537	0.637438131509	0.626505074482	0.568192124576	0.617316026997	0.58263842321	0.623505719988	0.607679726977	0.561740113562	0.602027859078	0.579207150013	0.599978782502	0.659536964163	0.625979525373	0.63818396616	0.656007940302	0.581921565611	0.569632995567	0.625017276977	0.567904776643	0.586603191766	0.635822751993	0.607719398354	0.576547549132	0.639893617205	0.604818232659	0.623370114274	0.600558335626	0.601465402133	0.603185399006	0.650691098176	0.57455849971	0.540452519851	0.638148875452	0.552692623271	0.605281955064	0.613017464457	0.587039855712	0.560621828121	0.584788903086	0.605129498307	0.591910983334	0.614277622525	0.620624606307	0.558004728867	0.577801125026	0.615978161296	0.613871335183	0.60607554362	0.623136219053	0.589095078893	0.633573320922	0.607059216593	0.62387817445	0.613224942063	0.656166726295	0.639333451088	0.59927386818	0.634385161548	0.677348682222	0.657760302137	0.620287464696	0.631151675264	0.620679774138	0.63261266426	0.59279991893	0.647853514346	0.660680474157	0.609473001602	0.651779476329	0.675586564997	0.682213120396	0.659726038229	0.617847832248	0.686731564806	0.643822898555	0.642368550943	0.671163515478	0.607533234916	0.631068556564	0.588265363767	0.595610021222	0.65291014849	0.602822645438	0.573854429849	0.622003652563	0.664533228202	0.668357294259	0.522532899029	0.585844137117	0.617886620009	0.603851708015	0.650832600056	0	0.589535679268	0.565062494381	0.599957519507	0.587482000552	0.548461020479	0.634052547441	0.636502866313	0.585337591198	0.645118913023	0.609094607676	0.605919927631	0.654673376073	0.602675028776	0.659253001158	0.655992435811	0.641525424279	0.597037723491	0.566002183684	0.532749613173	0.597492118342	0.614911061733	0.616147706215	0.639378099637	0.545093521176	0.576861425278	0.66218998044	0.591255220967	0.638352283291	0.633456739453	0.67082730667	0.563685159592	0.622957350573	0.5890362111	0.592473629447	0.609316595716	0.601064236801	0.638788591317	0.57454396662	0.638465857794	0.58377161154	0.636714649289	0.655788323394	0.637975054111	0.646839651395	0.637170565631	0.613422213574	0.647861818619	0.646257141794	0.659780862073	0.626058505009	0.669952767604	0.648194193786	0.619331232423	0.620541425818	0.642927976871	0.65293700624	0.662397828663	0.645117607046	0.63900747475	0.674334590948	0.636299340863	0.649359218781	0.664487507734	0.673952927223
CS.103	0.632291990336	0.560202633145	0.55186739406	0.573935714948	0.526375929292	0.558830578107	0.579906082556	0.563109951163	0.623009384857	0.651376848816	0.568128744849	0.636745693387	0.573535730677	0.540522783219	0.568132637211	0.588302922993	0.607512122513	0.571603293821	0.618026767743	0.615408739138	0.650437721005	0.657170217949	0.592313938027	0.568919758133	0.615195435518	0.730854330184	0.603603096194	0.556144218594	0.627748609126	0.593482516534	0.630715759843	0.644850302759	0.570833244366	0.497321363545	0.634207785925	0.617498907712	0.679975549346	0.642051821393	0.59615355505	0.632231703167	0.729104958783	0.598428396377	0.538965381906	0.693951024126	0.567237858169	0.642532235157	0.677945643681	0.621009156561	0.636211057967	0.653046730328	0.653781703862	0.618271557872	0.669883521379	0.618925012726	0.579567062544	0.623665725939	0.66159540126	0.599287310641	0.622194092548	0.598245644537	0.579031064386	0.613398230204	0.597433498744	0.591456543831	0.595469466497	0.635355692885	0.605929218373	0.630441375027	0.611749497218	0.700035363645	0.578006114236	0.599954613361	0.62980812585	0.609597506102	0.547255345308	0.581454457779	0.588534061252	0.599548609522	0.59636565162	0.588491296602	0.594911268844	0.628842309529	0.592036876161	0.567059152092	0.576293950079	0.587428436632	0.572318452631	0.575618147598	0.611863195566	0.550922374283	0.552001486656	0.531312403832	0.5802820208	0.591417923618	0.517789019008	0.567310640921	0.686755347101	0.649027152934	0.573088217305	0.526166124324	0.579862940519	0.597055203483	0.532321773013	0.589535679268	0	0.605430385281	0.620915281175	0.60867316629	0.559699649469	0.666437244941	0.595450140579	0.61917004706	0.716370162885	0.647968320313	0.554133772031	0.676612828673	0.648818962144	0.735781209052	0.706067676031	0.563089756597	0.651236546695	0.672884931835	0.550445169897	0.549854802114	0.558457914491	0.735864072038	0.590779018993	0.577329155183	0.576366962249	0.737412005284	0.641615310205	0.671865808907	0.651344907122	0.64193534721	0.552408701901	0.636149747502	0.623198651052	0.621695152053	0.643324471082	0.621294835773	0.672388148864	0.621316151941	0.608685037054	0.578251093827	0.584614467371	0.667777160254	0.702695887656	0.615749517628	0.634251441628	0.547760304961	0.564673737776	0.594805668785	0.577635503233	0.567158082246	0.578552735398	0.612950877528	0.66832748863	0.595735693271	0.620537397732	0.613139384849	0.633914335116	0.579224888917	0.595931125675	0.568535550828	0.583247053308	0.585739231813	0.60628175583	0.579992072033
CS.338	0.661818979383	0.643338264531	0.63923048297	0.650649428976	0.617864961447	0.559804321103	0.657955214685	0.639401022611	0.587846653963	0.620436629492	0.611870595388	0.582655418096	0.60589259224	0.577856035609	0.617033391581	0.53182826464	0.540212274704	0.586952425508	0.601472959268	0.601165871151	0.609819741888	0.592871662069	0.619535411572	0.542083473494	0.63447453057	0.703149075356	0.546115300085	0.612780223555	0.543355640113	0.547525091753	0.559316070979	0.636275670558	0.56484781846	0.562433871778	0.625834536189	0.579413605278	0.637424503819	0.579686004606	0.541817103028	0.586097094775	0.694331902842	0.600840488243	0.545033242504	0.661029098017	0.559865504183	0.561480657573	0.611859006052	0.580477964785	0.553296269689	0.59201540967	0.606807575492	0.539223608622	0.638920068232	0.596745312676	0.528323668395	0.527516423249	0.617379315414	0.51895610307	0.519210797875	0.595246824377	0.549961932175	0.626629669769	0.585254691346	0.605048251124	0.611660160786	0.625031922164	0.626393477457	0.585533834295	0.594217593819	0.658087941661	0.659553659243	0.571397695994	0.637183524886	0.601606384429	0.627570084062	0.571567083879	0.65198551628	0.623095270899	0.597029121399	0.618896647781	0.631723079212	0.641387279453	0.637461776307	0.589129520013	0.664833209239	0.614819028623	0.616172134314	0.654507349648	0.578536896995	0.618172079867	0.63181883595	0.58355080358	0.690934135036	0.652134069391	0.591804722249	0.566541884325	0.704773312747	0.719839832159	0.572295060362	0.624825268243	0.580457117133	0.623435222073	0.657950206096	0.565062494381	0.605430385281	0	0.589569327844	0.540625300156	0.544103876813	0.681033749039	0.571267834573	0.580937863094	0.678720317225	0.617217119666	0.627187551366	0.65695857785	0.622959314953	0.644453905895	0.674712140909	0.633318721977	0.578178172626	0.559506166892	0.556770903446	0.497678244185	0.555735537155	0.653373226011	0.619449073764	0.577829668394	0.590453178064	0.71328143341	0.543433779402	0.642900592098	0.636145258797	0.661220125486	0.596779908066	0.577337156529	0.540435189717	0.546944860189	0.588201387882	0.55550220366	0.659844858429	0.554923934942	0.55299552395	0.539631362802	0.619737516448	0.637291910834	0.656114382422	0.653302121396	0.630941575801	0.601272317415	0.654678258406	0.662912331044	0.64251743512	0.62009026916	0.64675460854	0.646676235183	0.605127373687	0.646001434193	0.658085175824	0.666096807646	0.696739449381	0.635714916803	0.644115100284	0.650797916855	0.603205636505	0.622614574454	0.683759250537	0.666472275257
CS.189	0.635345855457	0.642346473615	0.640995738436	0.639156527084	0.615780659285	0.599871321995	0.642061164606	0.643569046156	0.584501862987	0.658090750314	0.633450786381	0.646712389152	0.646724158574	0.611421070443	0.677432825384	0.589763156654	0.614966577898	0.648238630775	0.59549186889	0.641450677821	0.571235832346	0.63310838958	0.638175018462	0.629062331567	0.666667270303	0.654569975398	0.599035582669	0.571397969263	0.596494300697	0.569232986989	0.601008981211	0.634723962825	0.59762934111	0.595758764234	0.682452029449	0.603154365178	0.619279282829	0.605187329813	0.612514964376	0.592951095734	0.671131294282	0.635465195265	0.568748039954	0.60528818782	0.588441415862	0.635380499873	0.632518511148	0.582030553106	0.584849137189	0.651892393636	0.617260598171	0.627586142458	0.638914593117	0.592652499449	0.580245306164	0.571393265331	0.634420755565	0.594284000185	0.608116504761	0.61736349293	0.617693852309	0.645421349735	0.584822327609	0.633499693073	0.637626900405	0.64078482108	0.649051638085	0.582757369638	0.640514809582	0.618773252156	0.647871898222	0.604717487044	0.643209707887	0.613632909695	0.611397518545	0.629660176095	0.688868321424	0.659724419889	0.578141428375	0.64266904849	0.659651795114	0.662337332796	0.637152146308	0.611241685886	0.658663555123	0.647972327195	0.632704893107	0.623746657896	0.574576657758	0.635679297426	0.63360233202	0.61568461668	0.698417868086	0.657677324366	0.603849582264	0.604739949994	0.588910584003	0.693428183785	0.584376391398	0.606415318471	0.625971593877	0.649141031128	0.659584921606	0.599957519507	0.620915281175	0.589569327844	0	0.575864246173	0.53012441801	0.63725241078	0.630038438087	0.564265299278	0.621919395081	0.583054982739	0.621197183243	0.579140122587	0.591542146519	0.632451556609	0.649346519568	0.651858954696	0.599100559105	0.607810961619	0.591144162294	0.579722016162	0.620791934682	0.627645815375	0.640570730518	0.603623246469	0.606380626404	0.672842572944	0.591869999771	0.629253893324	0.614886049322	0.614016281763	0.584649359732	0.675416458269	0.628812377204	0.623289699774	0.597070812095	0.552938494334	0.600230523325	0.584069957838	0.621544270116	0.573887095198	0.622654796659	0.660682775557	0.591263385309	0.641120113431	0.636844466467	0.597032927823	0.658726505542	0.653739593771	0.637615469152	0.641898246013	0.650385616962	0.628985150981	0.567080402652	0.636845002242	0.656895310554	0.661397213719	0.65992021437	0.589131747987	0.628608392875	0.648048201245	0.617410505891	0.637464049004	0.659662421122	0.663598400418
CS.187	0.617384267157	0.660350535671	0.633106353267	0.625022809565	0.61113925433	0.592927627634	0.651746062106	0.616000022648	0.54331518459	0.611172204016	0.612846793325	0.57525325868	0.61335638208	0.604595681287	0.640383392762	0.541222550137	0.533739900092	0.605349562291	0.610610684206	0.612602696893	0.547526996192	0.528367930249	0.590759810422	0.542149028804	0.620626712997	0.670456060279	0.489638498701	0.583355931018	0.523413684992	0.505881582186	0.551162367545	0.61826109278	0.525908593652	0.567123142497	0.643964644425	0.550992544885	0.536967700344	0.549785705716	0.507706441609	0.513370296682	0.641433573876	0.604005547741	0.528770474821	0.616617258273	0.550077987223	0.538745317013	0.568100083684	0.513810262703	0.509062251729	0.565174895518	0.531659748943	0.51878044386	0.592608086219	0.531035603907	0.559459326412	0.497944284057	0.599992392413	0.533581290895	0.487699568699	0.562590380461	0.588187772232	0.607605569344	0.568283229345	0.571095336009	0.571115055449	0.602382363207	0.590548068671	0.520875081537	0.595594854584	0.630932515441	0.62226700382	0.558218302905	0.6601426648	0.573248243111	0.628021519794	0.612815762089	0.64584114819	0.625166081837	0.569931867338	0.59515734176	0.591636828097	0.653248765713	0.626750476929	0.591782084315	0.647333115539	0.594525027527	0.643188859829	0.646488614653	0.524838742883	0.638199670536	0.615295370935	0.6186660015	0.674690481593	0.633193650836	0.616382524271	0.561509602148	0.635978918666	0.675843233272	0.568005718447	0.59788796008	0.597760531115	0.606842049756	0.637810292703	0.587482000552	0.60867316629	0.540625300156	0.575864246173	0	0.529592608649	0.641419443896	0.56388234465	0.517195076794	0.654309240346	0.587882167081	0.611629920347	0.605914389152	0.591523138814	0.603306147687	0.665173636266	0.635552560386	0.533463427018	0.508522763022	0.568114944262	0.492836216173	0.55633986435	0.615823802093	0.590999201338	0.602152268832	0.561480923949	0.664975731833	0.466376410021	0.589386475267	0.577886956719	0.627337496305	0.558562768395	0.602798528323	0.525166354792	0.520431345514	0.552313947119	0.488250297717	0.625810885428	0.509170095854	0.510924941106	0.491228572228	0.615331333628	0.591243741074	0.630396818647	0.63917629892	0.571558095162	0.627940963057	0.626990097865	0.61945646626	0.634764518532	0.604775649363	0.624337046199	0.618898733867	0.562500656824	0.599656255365	0.617294281814	0.619608501639	0.643435789218	0.581204357638	0.631952580029	0.627141750545	0.581483536784	0.586600978843	0.653321318404	0.651027818946
CS.150	0.619545296671	0.572737305544	0.575086372579	0.603367887099	0.5677993625	0.551838510233	0.599081810626	0.577436155229	0.558836004382	0.600339825298	0.610905043131	0.612059784361	0.574429734771	0.551319193689	0.591478884508	0.556545131798	0.582102625817	0.591406386954	0.584742982587	0.626116199727	0.564556669872	0.590326187195	0.578022274487	0.563983616022	0.637057991484	0.668522504885	0.540875045339	0.545602970491	0.572365566169	0.546508933367	0.588309152627	0.618320342007	0.537158032934	0.505244315414	0.651943197265	0.582205642085	0.635822384446	0.589644274018	0.538704418211	0.574330237014	0.66082938566	0.586761290325	0.526553971971	0.655373541558	0.53659282847	0.589420745199	0.625996714897	0.568160285187	0.538469406109	0.582188938318	0.594861011409	0.57006733374	0.589838539978	0.58024629668	0.519131343271	0.56305353352	0.624018983183	0.563214981886	0.579417383586	0.539108089094	0.566971532032	0.589309480052	0.546605605773	0.583327445438	0.566347801086	0.621255412126	0.5996979869	0.547474561356	0.589559789874	0.63493771252	0.597605133859	0.553716543324	0.634542570851	0.559930144913	0.561659198563	0.559659372976	0.608728341384	0.610346227131	0.543699600656	0.584198145958	0.58675865167	0.592211554288	0.581695235943	0.534619203431	0.59551442033	0.573981966663	0.565418387553	0.58793990778	0.535613390858	0.510765561132	0.56863398883	0.542168063459	0.643128282177	0.616318599589	0.528381717872	0.541277978584	0.625320343971	0.682715868947	0.531454498644	0.550564936299	0.540310474976	0.582443473885	0.610997367281	0.548461020479	0.559699649469	0.544103876813	0.53012441801	0.529592608649	0	0.648118171808	0.579872862019	0.547502535044	0.677646640858	0.581553954947	0.572765508829	0.601313021131	0.597903074337	0.664135219718	0.659026379971	0.589384472754	0.576327869047	0.572355708067	0.545607797493	0.514025065905	0.548969803183	0.638914542458	0.601518350107	0.564591622184	0.586143916558	0.695548780852	0.554874603718	0.634238475866	0.618304358219	0.618170295077	0.55153922263	0.614619715223	0.576840384171	0.579180553172	0.573167278545	0.523001884492	0.624362695448	0.545406233761	0.562838157604	0.52961973796	0.597259791765	0.622677463468	0.638335765052	0.606472132216	0.588535522228	0.559381044173	0.594231296644	0.614819533793	0.57381735241	0.568645567091	0.584832724949	0.614368111611	0.562498404712	0.592315678054	0.610868352358	0.590175225334	0.628792630187	0.56126253326	0.591605065932	0.583381238045	0.564377148917	0.559185668221	0.626042404359	0.59256457416
CS.165	0.645956048928	0.746909710111	0.656937739544	0.647321377734	0.658605780882	0.671066856785	0.699328441869	0.677168414363	0.593938983069	0.684234355572	0.669074990381	0.660741557974	0.645036009709	0.669171264031	0.700157880159	0.632564721908	0.667199591196	0.663281897095	0.642213708599	0.649937317688	0.607465280773	0.615146967138	0.678190702412	0.662011228744	0.592432829326	0.598304490487	0.61796683602	0.624697471868	0.663155470305	0.61984322185	0.621472547566	0.635193456962	0.621359793485	0.666420445631	0.689424046652	0.565282605777	0.638145944688	0.619845992923	0.661333444909	0.575434445897	0.656922927491	0.598475578565	0.640291054788	0.590875180421	0.599637891165	0.66815847594	0.642512279933	0.602924646184	0.647717934827	0.644861195437	0.63894766867	0.652554248529	0.675093657655	0.602961098963	0.661746703297	0.635588954464	0.674219553559	0.691376395498	0.6643049069	0.662333311079	0.645534265419	0.614658898114	0.620900075162	0.667970304885	0.655811888575	0.608117635421	0.64046381017	0.616308502073	0.634571687703	0.613706326937	0.667043871818	0.674103402307	0.662043855343	0.633301519068	0.675436750267	0.678249277718	0.702322863251	0.666968359224	0.63587899077	0.657820935985	0.703623998034	0.723648129299	0.742293915138	0.72975045467	0.741359050482	0.696015635828	0.717741456678	0.74644171611	0.669458719412	0.716946938374	0.662798799206	0.683438270712	0.688747046538	0.590934549881	0.687300993901	0.671276164156	0.586309071173	0.638871426351	0.627009019029	0.621069495439	0.659061837541	0.658141851166	0.695549665426	0.634052547441	0.666437244941	0.681033749039	0.63725241078	0.641419443896	0.648118171808	0	0.680560712284	0.611801043809	0.612305615354	0.590445134305	0.611875136137	0.538740893554	0.579121208332	0.623876269088	0.618571681727	0.659435251695	0.605789794259	0.624417839682	0.590758326786	0.680878065824	0.649720558712	0.637820351954	0.636560756351	0.617003435721	0.590132366133	0.623646903991	0.60953474618	0.605415452243	0.622892131501	0.615538117683	0.603747038526	0.656141056665	0.64790354249	0.655504831871	0.630982573117	0.641484302653	0.628611772748	0.618953044906	0.636163641901	0.649090972379	0.64220036723	0.598587292927	0.641667013482	0.635998849702	0.581175615942	0.706555740167	0.699755676308	0.642511782381	0.694977443791	0.667456648234	0.703884740857	0.603412784471	0.628367814385	0.653406665412	0.646443070103	0.684162760842	0.650812856093	0.647663675408	0.645990060695	0.713691373172	0.665323505313	0.667756425399	0.667396364962	0.725670764936
CS.151	0.655192741542	0.629618785265	0.62869537863	0.592834795212	0.597741969652	0.565360426652	0.634156247226	0.582974492961	0.620298274215	0.662039018113	0.613250428655	0.556949292142	0.565073285551	0.594842019602	0.583595277276	0.559133711083	0.523236703131	0.570076856866	0.644205978154	0.653974011334	0.643667252531	0.618005757246	0.551772655822	0.529166604724	0.604365571656	0.724573639723	0.543198813317	0.649579003804	0.563665902765	0.567377080341	0.604909968437	0.659455855984	0.537952507638	0.54860980843	0.666924975014	0.566421220738	0.6410058035	0.613307543461	0.529475095879	0.59095853377	0.70900926691	0.593858302031	0.555085160723	0.659403412826	0.5724083603	0.604379260076	0.637238375719	0.607668244088	0.614877482354	0.661136333612	0.654555623094	0.543071008354	0.678986451032	0.575028835297	0.624005979363	0.570650365467	0.635702102744	0.567011718869	0.551088187356	0.56369755131	0.576702672453	0.606054460863	0.582886074316	0.603218066052	0.575229799119	0.611123901425	0.582868826152	0.604554453617	0.623803293366	0.66678665502	0.604266064657	0.590670620458	0.64554390626	0.573189097883	0.58648309016	0.602737037288	0.608378201491	0.591444773689	0.599111336971	0.603885766376	0.593959936094	0.596551419519	0.612794024462	0.576757382617	0.631931571716	0.578033098418	0.65911609823	0.633163075051	0.590169177842	0.614829810217	0.598932332722	0.581423385622	0.657785277549	0.637570104663	0.599458881948	0.556971160635	0.670199162022	0.67995376694	0.625339978229	0.61419483251	0.562025438324	0.619194011685	0.603324025556	0.636502866313	0.595450140579	0.571267834573	0.630038438087	0.56388234465	0.579872862019	0.680560712284	0	0.60371960197	0.7068185451	0.626058296704	0.591538740258	0.651299638296	0.639776454893	0.702013638548	0.688455272228	0.580426585206	0.631650861907	0.606987538393	0.595079907383	0.536228298428	0.514521840297	0.688193856927	0.567971823633	0.616601840266	0.606078952107	0.727285902846	0.56842500289	0.645888024049	0.586637118571	0.638738038566	0.587194185011	0.604883012307	0.58482739313	0.564163863213	0.643263276577	0.58595393294	0.702576916799	0.596948448335	0.540024116891	0.578539564328	0.596878685774	0.611347264875	0.69588964561	0.594780931253	0.601075698549	0.60606635177	0.613223880741	0.621523686326	0.597633249651	0.601014300302	0.591116858889	0.623945617911	0.62527146745	0.631364333974	0.645080651367	0.634055070206	0.66339063974	0.581838672642	0.637644056196	0.617285211852	0.562741314245	0.565984114361	0.668675974321	0.630209876756
